관리번호,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적정보,X좌표값,Y좌표값,영업장주변구분명,급수시설구분명,다중이용업소여부,시설총규모정보,카테고리
3770000-101-2007-00267,이태리 부대찌개(인계점),20071101,경기도 수원시 팔달구 권광로196번길 17-5 (인계동),경기도 수원시 팔달구 인계동 1114-6,16488.0,37.2650448934,127.0341084133,영업/정상,영업,031-235-8262,242.40,202953.567413023,418117.392110615,,상수도전용,N,242.4,중식
3770000-101-2017-00219,이태리밥,20170928,"경기도 수원시 팔달구 아주로47번길 7, 지하1층 (우만동)",경기도 수원시 팔달구 우만동 58-15 지하1층,16497.0,37.2790613903,127.0433169511,영업/정상,영업,,108.06,203769.882191438,419677.668398972,,상수도전용,Y,108.06,술집
3750000-101-2015-00154,이태리양조장 수원만석점,20151002,경기도 수원시 장안구 파장로 1 (송죽동),경기도 수원시 장안구 송죽동 258-3,16301.0,37.3034579283,126.999929664,영업/정상,영업,031-242-3713,71.72,199919.548206308,422385.839031172,,,N,71.72,치킨
3750000-101-2003-00368,이태오천포낙지요리전문점,20031027,경기도 수원시 장안구 덕영대로511번길 29-15 (천천동),경기도 수원시 장안구 천천동 506-4,16325.0,37.299621304,126.9797805524,영업/정상,영업,031-269-7339,103.46,198136.243525847,421959.2900256,,,N,103.46,한식
3770000-101-2014-00172,이토,20140801,"경기도 수원시 팔달구 권광로196번길 57, 105호 (인계동, 삼환아르누보파크)",경기도 수원시 팔달구 인계동 1116-5 삼환아르누보파크 105호,16488.0,37.2644412118,127.0364692456,영업/정상,영업,,50.91,203164.801319344,418055.509036646,,,N,50.91,카페
5610000-101-2017-00330,이틀,20171212,"경기도 수원시 영통구 매영로415번길 56-2, 1층 103호 (영통동)",경기도 수원시 영통구 영통동 1020-1 1층일부,16705.0,37.2495292193,127.0791381835,영업/정상,영업,,41.41,206949.938042521,416402.402889681,,,N,41.41,일식
3770000-101-2020-00273,이티비티,20201023,"경기도 수원시 팔달구 정조로900번길 19-1, 1층 (북수동)",경기도 수원시 팔달구 북수동 120,16253.0,37.2874782993,127.0155813126,영업/정상,영업,,56.40,201310.857396649,420611.759148627,,상수도전용,N,56.4,기타
3770000-101-2021-00067,이팔사팔,20210318,"경기도 수원시 팔달구 고매로 1, 2층 203호 (고등동, 엘리시아)",경기도 수원시 팔달구 고등동 116 엘리시아,16454.0,37.2699708924,127.004121379,영업/정상,영업,,142.24,200309.454152905,418674.119364875,,상수도전용,Y,142.24,기타
3750000-101-2024-00054,이페메라(EPHEMERA),20240123,"경기도 수원시 장안구 수성로 175, 스타필드수원 2층 2310호 (정자동)",경기도 수원시 장안구 정자동 111-14,16318.0,37.2874406644,126.9915632992,영업/정상,영업,02-3433-6608,304.99,199161.380909543,420620.351156652,,,Y,304.99,기타
3770000-101-2025-00359,이프,20251226,"경기도 수원시 팔달구 정조로861번길 10, 2층 (신풍동)",경기도 수원시 팔달구 신풍동 162,16252.0,37.2848806995,127.0151918443,영업/정상,영업,,90.00,201277.351384304,420320.988361736,,,N,90.0,기타
5610000-101-2017-00111,이한푸드시스템,20170428,"경기도 수원시 영통구 대학1로 42, 1층 (이의동)",경기도 수원시 영통구 이의동 1260-10,16226.0,37.2997986426,127.0446809981,영업/정상,영업,031-211-1189,124.94,203890.417562826,421978.821729708,,,N,124.94,한식
3770000-101-2009-00300,이현경뼈해장국감자탕,20091222,경기도 수원시 팔달구 인계로68번길 13 (인계동),경기도 수원시 팔달구 인계동 982,16476.0,37.2682176102,127.024987024,영업/정상,영업,031-267-1315,96.33,202145.567500403,418473.477948725,,상수도전용,N,96.33,한식
5610000-101-2003-00764,이화,20031206,경기도 수원시 영통구 매여울로40번길 21 (매탄동),경기도 수원시 영통구 매탄동 196-6,16524.0,37.2722039498,127.0462232959,영업/정상,영업,031-215-6256,21.83,204026.522328245,418920.348983897,,,N,21.83,한식
3770000-101-2025-00279,이화,20251010,"경기도 수원시 팔달구 효원로193번길 35, 1층 (인계동)",경기도 수원시 팔달구 인계동 999-15,16479.0,37.2655347371,127.0235602649,영업/정상,영업,,33.00,202019.447552952,418176.253609624,,상수도전용,N,33.0,한식
5610000-101-2015-00282,이화수 전통육개장,20150827,"경기도 수원시 영통구 권선로 911, 1층 (신동)",경기도 수원시 영통구 신동 529-7,16677.0,37.2485350095,127.0466697121,영업/정상,영업,031-202-2887,228.42,204070.633150088,416293.53642637,,,N,228.42,한식
5610000-101-2023-00472,이화수전통육개장 법조타운광교점,20231229,"경기도 수원시 영통구 광교중앙로248번길 7-1, 1층 107~108호 (하동)",경기도 수원시 영통구 하동 986,16512.0,37.2919884831,127.067619602,영업/정상,영업,,74.88,205928.557699458,421115.542230776,,,N,74.88,한식
5610000-101-2018-00110,이화수전통육개장 수원아주대점,20180426,"경기도 수원시 영통구 월드컵로150번길 26, 링크프라자 1층 102,103호 (원천동)","경기도 수원시 영통구 원천동 572-3 링크프라자 102,103호",16500.0,37.278176878,127.05007908,영업/정상,영업,031-213-6746,74.88,204374.152828958,419579.500690007,,,N,74.88,한식
3760000-101-2017-00089,이화수전통육개장 수원호매실점,20170508,"경기도 수원시 권선구 금곡로 202, 2층 206호 (금곡동)",경기도 수원시 권선구 금곡동 1118 2층 206호,16397.0,37.2734850987,126.9526982071,영업/정상,영업,,99.22,195731.179235059,419060.674593702,기타,상수도전용,N,99.22,한식
3760000-101-2014-00036,이화수평동점,20140305,"경기도 수원시 권선구 세화로 86 (평동, 1번상가)",경기도 수원시 권선구 평동 21-171 1번상가 101호,16596.0,37.2606950384,126.9975848712,영업/정상,영업,031-294-3007,236.76,199706.620393305,417631.352668284,기타,상수도전용,N,236.76,한식
3770000-101-2009-00022,이화식당,20090302,경기도 수원시 팔달구 중부대로128번길 62 (인계동),경기도 수원시 팔달구 인계동 954-11,16482.0,37.2755440401,127.0290242467,영업/정상,영업,031-238-2097,118.80,202490.93387441,419285.210931367,,상수도전용,N,118.8,한식
3750000-101-2016-00143,이화원식당,20160902,경기도 수원시 장안구 광교산로 554 (상광교동),경기도 수원시 장안구 상광교동 94,16211.0,37.3310519672,127.0157306194,영업/정상,영업,,86.40,201328.666608126,425449.433810115,,상수도(음용)지하수(주방용)겸용,N,86.4,한식
3770000-101-2007-00269,이화정,20071102,경기도 수원시 팔달구 효원로235번길 46-14 (인계동),경기도 수원시 팔달구 인계동 1030-2,16490.0,37.2645469964,127.0290137935,영업/정상,영업,031-225-8880,236.75,202503.528197928,418069.270785486,,,N,236.75,한식
3770000-101-2020-00341,이화한식뷔페,20201210,"경기도 수원시 팔달구 경수대로 420, 마라톤빌딩 지하1층 B02호 (인계동)",경기도 수원시 팔달구 인계동 1015-3 마라톤빌딩,16490.0,37.2636418533,127.0258164977,영업/정상,영업,,238.34,202221.096074485,417969.245452524,,상수도전용,Y,238.34,한식
5610000-101-2024-00406,이흐로시(IXLOS),20241211,"경기도 수원시 영통구 매여울로 58, 지하1층 (매탄동)",경기도 수원시 영통구 매탄동 101-30,16531.0,37.2730446563,127.04450379,영업/정상,영업,,34.36,203876.101303702,419012.069456207,,,N,34.36,양식
5610000-101-2024-00083,이흐로시(IXLOS),20240320,"경기도 수원시 영통구 매여울로 58, 1층 좌측호 (매탄동)",경기도 수원시 영통구 매탄동 101-30,16531.0,37.2730446563,127.04450379,영업/정상,영업,070-4189-1505,48.46,203876.101303702,419012.069456207,,,N,48.46,양식
3760000-101-2015-00086,인계곱창,20150403,"경기도 수원시 권선구 세권로195번길 33, SK프라자 1층 109호 (권선동)",경기도 수원시 권선구 권선동 1053-7 SK프라자,16566.0,37.2568463636,127.026073358,영업/정상,영업,031-223-2838,90.47,202237.242172359,417212.329378498,,,N,90.47,기타
3770000-101-2011-00127,인계돈쌈지돈,20110616,"경기도 수원시 팔달구 장다리로 210, 1층 (인계동)",경기도 수원시 팔달구 인계동 977 1층,16480.0,37.2684909607,127.0257184194,영업/정상,영업,,179.02,202210.230304345,418505.404427494,,,N,179.02,기타
3760000-101-2024-00269,인계동 김치찜,20240829,"경기도 수원시 권선구 경수대로384번길 24, 4층 407호 (권선동)",경기도 수원시 권선구 권선동 1019-2,16571.0,37.2600713355,127.0255682244,영업/정상,영업,,15.54,202196.044923555,417571.080065026,,상수도전용,N,15.54,기타
3770000-101-1998-00078,인계동 삼거리포차,19980126,경기도 수원시 팔달구 효원로265번길 47 (인계동),경기도 수원시 팔달구 인계동 1042-11,16490.0,37.2642950857,127.0314063048,영업/정상,영업,031-237-7733,307.03,202716.864577525,418038.240456936,,,N,307.03,한식
5610000-101-2009-00230,인계동 신닭발,20090910,"경기도 수원시 영통구 산남로29번길 1, 1층 103호 (매탄동)",경기도 수원시 영통구 매탄동 231-10 103호,16539.0,37.265678689,127.0488000577,영업/정상,영업,,37.80,204256.395276992,418191.178038601,,,N,37.8,기타
3770000-101-2000-00006,인계동 전집,20000929,경기도 수원시 팔달구 효원로249번길 47 (인계동),경기도 수원시 팔달구 인계동 1031-6,16490.0,37.2646852506,127.0297798425,영업/정상,영업,031-221-7760,83.16,202570.688115148,418082.443651203,,상수도전용,N,83.16,치킨
3760000-101-2025-00174,인계동 중앙 닭발,20250703,"경기도 수원시 권선구 장다리로 37, 신수원 종합시장 12호 (세류동)",경기도 수원시 권선구 세류동 1097 신수원 종합시장,16579.0,37.2540670163,127.018614448,영업/정상,영업,,29.50,201580.40721539,416906.568727259,,상수도전용,N,29.5,기타
3770000-101-2012-00270,인계동 호프,20121213,"경기도 수원시 팔달구 인계로138번길 39, 2층 (인계동)",경기도 수원시 팔달구 인계동 1038-9 2층,16489.0,37.2652720019,127.0322686713,영업/정상,영업,,277.16,202792.921960648,418147.272921879,,,Y,277.16,치킨
3770000-101-1992-00016,인계동껍데기 인계본점,19920527,경기도 수원시 팔달구 효원로291번길 36 (인계동),경기도 수원시 팔달구 인계동 1123-10,16488.0,37.2628556664,127.0344038446,영업/정상,영업,031-223-8181,167.70,202985.137777698,417877.586410133,,상수도전용,N,167.7,기타
3770000-101-2025-00137,인계동무간판술집,20250526,"경기도 수원시 팔달구 경수대로466번길 59, 1층 109호 (인계동, 인계리치안)",경기도 수원시 팔달구 인계동 1035-7 인계리치안,16489.0,37.2669596176,127.0304987985,영업/정상,영업,,45.00,202636.823761806,418338.635617686,,상수도전용,N,45.0,술집
3770000-101-2000-00193,인계동선술집,20001030,경기도 수원시 팔달구 권광로180번길 53-26 (인계동),경기도 수원시 팔달구 인계동 1121,16488.0,37.263650382,127.0347824021,영업/정상,영업,,82.11,203015.023565314,417966.405605371,,상수도전용,N,82.11,치킨
3770000-101-2019-00163,인계동언니만두,20190628,"경기도 수원시 팔달구 경수대로466번길 52, 드라마시티 1층 101호 (인계동)",경기도 수원시 팔달구 인계동 1034-3 드라마시티,16489.0,37.2666685379,127.029835181,영업/정상,영업,,123.95,202579.409175689,418316.07479344,,상수도전용,N,123.95,한식
3770000-101-2019-00246,인계동한식뷔페,20190919,"경기도 수원시 팔달구 경수대로466번길 59, 2층 201,202호 (인계동)",경기도 수원시 팔달구 인계동 1035-7,16489.0,37.2669596176,127.0304987985,영업/정상,영업,,254.80,202636.823761806,418338.635617686,,상수도전용,Y,254.8,한식
3770000-101-2000-00249,인계맛집 바다향 왕코다리,20001220,경기도 수원시 팔달구 장다리로 272 (인계동),경기도 수원시 팔달구 인계동 960-11,16481.0,37.2736285968,127.0278969578,영업/정상,영업,031-239-3392,630.36,202399.642951369,419077.463007889,,상수도전용,Y,630.36,한식
3760000-101-2026-00015,인계면옥,20260126,"경기도 수원시 권선구 권선로 774-1, 1층 좌측호 (권선동)",경기도 수원시 권선구 권선동 1166-4,16562.0,37.2565868448,127.0356490562,영업/정상,영업,,.00,203089.003437648,417182.170208262,,상수도전용,N,0.0,한식
3770000-101-2015-00004,인계수제비,20150107,"경기도 수원시 팔달구 권광로196번길 17-9, 102-1호 (인계동, 인계미루아파트)",경기도 수원시 팔달구 인계동 1114-5 인계미루아파트 102-1호,16488.0,37.2652525641,127.0341973594,영업/정상,영업,,30.74,202962.656285038,418145.906244899,,상수도전용,N,30.74,분식
3770000-101-2021-00199,인계숯불닭갈비,20210727,"경기도 수원시 팔달구 세지로152번길 25, 1층 (인계동)",경기도 수원시 팔달구 인계동 1005-5,16479.0,37.2647636636,127.022347088,영업/정상,영업,,54.72,201911.208704452,418089.795024109,,상수도전용,N,54.72,한식
3770000-101-2026-00004,인계주먹구이,20260106,"경기도 수원시 팔달구 권광로276번길 23, 2층 (인계동)",경기도 수원시 팔달구 인계동 376,16533.0,37.2718987397,127.0372356295,영업/정상,영업,,206.39,203230.298644644,418884.187287343,,상수도전용,Y,206.39,기타
3770000-101-2001-00464,인계주민,20010106,경기도 수원시 팔달구 효원로235번길 51 (인계동),경기도 수원시 팔달구 인계동 1025-4,16490.0,37.2651117625,127.0282320838,영업/정상,영업,031-267-2965,154.80,202433.326060147,418129.716418134,,상수도전용,N,154.8,양식
3760000-101-2001-00060,인계쭈꾸미앤감자탕,20010418,"경기도 수원시 권선구 경수대로384번길 60, 103호 (권선동, SONOHEIM)",경기도 수원시 권선구 권선동 1020-3 SONOHEIM,16571.0,37.2595469222,127.0274209942,영업/정상,영업,031-234-1130,45.08,202358.190578937,417516.517026832,기타,상수도전용,N,45.08,한식
3770000-101-2021-00352,인계해장,20210503,"경기도 수원시 팔달구 인계로166번길 26, 1층 (인계동)",경기도 수원시 팔달구 인계동 1115-15,16488.0,37.2652466981,127.0349981459,영업/정상,영업,,214.83,203033.488087139,418145.088394667,,상수도전용,N,214.83,기타
5610000-101-2022-00116,인더박스,20220411,"경기도 수원시 영통구 법조로149번길 181-3, 1층 (하동)",경기도 수원시 영통구 하동 964-2,16512.0,37.2934149317,127.0707140962,영업/정상,영업,,124.92,206199.740645647,421271.177146691,,,N,124.92,분식
5610000-101-2022-00453,인더비엣 광교엘포트점,20221228,"경기도 수원시 영통구 광교중앙로 145, 광교엘포트아이파크 지1층 (이의동)",경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크 지하1층,16508.0,37.2870392797,127.0577089754,영업/정상,영업,,120.28,205049.975071918,420565.686783422,,,Y,120.28,양식
3760000-101-2019-00207,인더비엣 수원호매실점,20190723,"경기도 수원시 권선구 금곡로 213, 딜라이트1 113,114호 (금곡동)",경기도 수원시 권선구 금곡동 1114,16391.0,37.2748505809,126.9536470852,영업/정상,영업,031-298-8972,105.75,195818.525217576,419211.743004017,,상수도전용,N,105.75,기타
3770000-101-2022-00354,인바(IN BAR),20221028,"경기도 수원시 팔달구 효원로249번길 50, 현진빌딩 2층 (인계동)",경기도 수원시 팔달구 인계동 1042-9 현진빌딩,16490.0,37.2646146184,127.0301524583,영업/정상,영업,,226.40,202603.2210361,418075.276400751,,상수도전용,Y,226.4,기타
3770000-101-2004-00277,인사동솥밥,20040917,경기도 수원시 팔달구 화양로 6 (화서동),경기도 수원시 팔달구 화서동 134-18,16439.0,37.2793239277,126.9990290304,영업/정상,영업,031-244-2933,59.56,199843.242093666,419706.32087313,,,N,59.56,한식
3770000-101-1996-00200,인사맨,19960330,경기도 수원시 팔달구 아주로 9 (우만동),경기도 수원시 팔달구 우만동 578-1,16498.0,37.2757818316,127.0437089955,영업/정상,영업,031-211-4727,27.65,203802.828283773,419314.822234458,,,N,27.65,중식
3770000-101-2021-00354,인생&황제 수원직영점,20210118,"경기도 수원시 팔달구 세지로174번길 16-1, 1층 (인계동)",경기도 수원시 팔달구 인계동 1001,16479.0,37.2665776024,127.0228769925,영업/정상,영업,031-236-2644,43.30,201958.019596189,418292.389023031,,상수도전용,N,43.3,치킨
3770000-101-2019-00227,인생감자탕 수원인계점,20190903,"경기도 수원시 팔달구 인계로94번길 39-22, 1층 (인계동, 인계동 1024-3 공동주택)",경기도 수원시 팔달구 인계동 1024-3 인계동 1024-3 공동주택 101~103호,16489.0,37.2659597261,127.0283959682,영업/정상,영업,,333.89,202445.756789718,418224.324162954,,상수도전용,N,333.89,한식
3760000-101-2020-00347,인생건어물 호매실점,20201127,"경기도 수원시 권선구 금곡로118번길 34-4, 더프라자2 1층 102호 (금곡동)",경기도 수원시 권선구 금곡동 1089-3,16388.0,37.2727280483,126.9430599291,영업/정상,영업,,46.36,194879.658059341,418975.346625051,,상수도전용,N,46.36,기타
3760000-101-2010-00085,인생극장쪽갈비&형제통닭,20100407,"경기도 수원시 권선구 세권로94번길 43 (세류동, 1층)",경기도 수원시 권선구 세류동 1018-29 1층,16578.0,37.2561243832,127.0147334123,영업/정상,영업,031-239-8045,,201235.437260981,417132.846959878,주택가주변,상수도전용,N,0.0,치킨
3750000-101-2023-00122,인생김밥,20230802,"경기도 수원시 장안구 금당로14번길 26, 1층 일부호 (조원동)",경기도 수원시 장안구 조원동 726-15,16282.0,37.3034475393,127.0147567314,영업/정상,영업,,30.03,201237.545613573,422385.073009302,,상수도전용,N,30.03,분식
3750000-101-2021-00147,인생냉면,20210913,"경기도 수원시 장안구 조원로 100-1, 1층 (조원동)",경기도 수원시 장안구 조원동 729-12,16282.0,37.301772019,127.0150157362,영업/정상,영업,031-248-5425,31.28,201260.284869544,422201.526616328,,상수도전용,N,31.28,치킨
3760000-101-2024-00020,인생닭강정,20240118,"경기도 수원시 권선구 금호로 64-3, 1층 일부호 (호매실동)",경기도 수원시 권선구 호매실동 80-1,16395.0,37.2701056973,126.9587568605,영업/정상,영업,031-292-5255,39.20,196270.659940907,418682.178178104,,,N,39.2,치킨
3760000-101-2018-00078,인생닭강정 구운점,20180426,"경기도 수원시 권선구 수인로 193-4, 1층 (구운동)",경기도 수원시 권선구 구운동 507-2,16410.0,37.2765672799,126.9785292661,영업/정상,영업,,14.82,198023.819414054,419401.4268797,,상수도전용,N,14.82,한식
5610000-101-2025-00202,인생돈가스 광교아브뉴프랑점,20250616,"경기도 수원시 영통구 센트럴타운로 85, 지1층 Cb25,26,27호 (이의동, 광교C1 호반베르디움, Summit Place광교)","경기도 수원시 영통구 이의동 1332 광교C1 호반베르디움, Summit Place광교",16507.0,37.2915640479,127.0504732206,영업/정상,영업,,124.24,204409.226022404,420967.617798492,,,N,124.24,양식
3760000-101-2007-00316,인생막창,20071105,"경기도 수원시 권선구 세지로 68, 1층 (권선동)",경기도 수원시 권선구 권선동 999-9,16564.0,37.2579384176,127.0174846593,영업/정상,영업,031-225-6588,.00,201482.478973839,417333.008875341,,,N,0.0,한식
3750000-101-2023-00149,인생맛죽 장안점,20230922,"경기도 수원시 장안구 대평로52번길 82, 1층 (정자동)",경기도 수원시 장안구 정자동 29-27 경미문화사,16315.0,37.2949339866,126.9985532056,영업/정상,영업,,41.77,199800.766529301,421439.485753612,,상수도전용,N,41.77,한식
3760000-101-2023-00014,인생맛집,20230113,"경기도 수원시 권선구 정조로 510-1, 1층 일부호 (세류동)",경기도 수원시 권선구 세류동 1030-1,16588.0,37.2547408044,127.0114607969,영업/정상,영업,,18.71,200945.665717993,416979.251346221,,상수도전용,N,18.71,기타
3770000-101-2015-00157,인생설렁탕 수원역점,20150709,"경기도 수원시 팔달구 향교로 30, 1층 108호 (매산로2가)",경기도 수원시 팔달구 매산로2가 32-1 외 5필지 108호,16455.0,37.2682588126,127.0042566713,영업/정상,영업,,56.94,200300.264407894,418493.950783602,,상수도전용,N,56.94,기타
3770000-101-2021-00027,인생설렁탕 수원인계점,20210201,"경기도 수원시 팔달구 효원로265번길 36, 혁재빌딩 1층 (인계동)",경기도 수원시 팔달구 인계동 1113-10 혁재빌딩,16490.0,37.2636109351,127.0316361023,영업/정상,영업,,126.90,202734.116832455,417962.939325392,,상수도전용,N,126.9,한식
3760000-101-2023-00269,인생술.zip,20230726,"경기도 수원시 권선구 권선로436번길 21, 상가동 107호 (평동, 평동동남아파트)",경기도 수원시 권선구 평동 151 평동동남아파트,16595.0,37.2625469026,127.000662675,영업/정상,영업,,31.28,199978.459490825,417812.465840561,아파트지역,상수도전용,N,31.28,기타
3750000-101-2025-00162,인생숯불구이,20250825,"경기도 수원시 장안구 수성로261번길 37-1, 2층 (정자동)",경기도 수원시 장안구 정자동 44-63,16317.0,37.2913242922,126.9997053689,영업/정상,영업,,68.97,199907.042451989,421036.485034873,기타,상수도전용,N,68.97,기타
3760000-101-2020-00112,인생스시,20200508,"경기도 수원시 권선구 경수대로309번길 16, 1층 (세류동)",경기도 수원시 권선구 세류동 1081-14,16580.0,37.2548927589,127.0199623888,영업/정상,영업,,39.00,201698.421809324,416997.872267534,,상수도전용,N,39.0,일식
3760000-101-2007-00318,인생아구찜 세류점,20070202,"경기도 수원시 권선구 동수원로146번길 144-6, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 512-7,16667.0,37.2445734417,127.0339187597,영업/정상,영업,031-221-4499,79.30,202942.424341694,415850.044792699,주택가주변,상수도전용,N,79.3,기타
5610000-101-2020-00146,인생아구찜 수원점,20200319,"경기도 수원시 영통구 매여울로 30, 1층 103호 (매탄동)",경기도 수원시 영통구 매탄동 196-63,16524.0,37.2711489972,127.0461393948,영업/정상,영업,,30.11,204021.019975418,418802.896170929,,,N,30.11,한식
3750000-101-2023-00125,인생아구찜 장안점,20230809,"경기도 수원시 장안구 장안로75번길 28, 1층 일부호 (정자동)",경기도 수원시 장안구 정자동 73-11,16314.0,37.2907364375,127.001378992,영업/정상,영업,,42.96,200051.818076805,420973.189573677,,상수도전용,N,42.96,한식
3760000-101-2024-00243,인생아구찜 호매실점,20240809,"경기도 수원시 권선구 노림로 13, 1층 일부호 (호매실동)",경기도 수원시 권선구 호매실동 404-6,16399.0,37.2670566206,126.9543124351,영업/정상,영업,,54.90,195875.68387702,418347.48579399,,상수도전용,N,54.9,기타
5610000-101-2008-00018,인생아구찜(영통점),20080218,"경기도 수원시 영통구 청명남로50번길 13-10, 101호 (영통동)",경기도 수원시 영통구 영통동 1040-4,16705.0,37.2536888588,127.0777844225,영업/정상,영업,,52.40,206829.356088596,416862.740409224,,,N,52.4,한식
3770000-101-2022-00005,인생역전,20220107,"경기도 수원시 팔달구 창룡문로 60-1, 1층 (지동)",경기도 수원시 팔달구 지동 270-22,16243.0,37.2825329841,127.0230583042,영업/정상,영업,,13.53,201972.870164263,420063.630478654,,상수도전용,N,13.53,기타
5610000-101-2015-00268,인생역전,20150819,"경기도 수원시 영통구 청명남로34번길 21, 109호 (영통동, 테라스가든주차빌딩)",경기도 수원시 영통구 영통동 1011-5 테라스가든주차빌딩 109호,16705.0,37.2523239506,127.076720794,영업/정상,영업,070-8863-6482,44.03,206736.092058135,416711.912393679,,,N,44.03,한식
3770000-101-2017-00286,인생전집,20171221,"경기도 수원시 팔달구 매산로52번길 20, 1층 (매산로3가)",경기도 수원시 팔달구 매산로3가 79-14,16460.0,37.2678749696,127.0073156757,영업/정상,영업,070-4837-1729,28.08,200577.121786705,418434.33262809,,상수도전용,N,28.08,기타
3770000-101-2024-00244,인생제육 수원인계점,20240726,"경기도 수원시 팔달구 권광로175번길 52, 101호 (인계동, SCT타워)",경기도 수원시 팔달구 인계동 1030-6 SCT타워,16490.0,37.2642062239,127.0294557584,영업/정상,영업,070-4045-0810,43.00,202542.195944655,418027.547884721,,상수도전용,N,43.0,양식
3750000-101-2013-00191,인생족발보쌈국밥,20130910,"경기도 수원시 장안구 연무로42번길 58-4, 1층 (연무동)",경기도 수원시 장안구 연무동 213-11,16215.0,37.297283617,127.028527681,영업/정상,영업,,57.38,202459.497561296,421699.925708647,,상수도전용,N,57.38,한식
3760000-101-2019-00100,인생주막,20190422,"경기도 수원시 권선구 칠보로 239, 1층 (호매실동)",경기도 수원시 권선구 호매실동 77-5,16395.0,37.2699918697,126.9594908003,영업/정상,영업,,74.36,196330.54940153,418670.631092286,,상수도전용,N,74.36,술집
3760000-101-2025-00255,인생짜장&저당중화연구소,20250916,"경기도 수원시 권선구 세지로112번길 25-1, 101호 (권선동)",경기도 수원시 권선구 권선동 953-13,16569.0,37.2614846662,127.0206310446,영업/정상,영업,,33.54,201757.97331802,417728.966066944,,,N,33.54,중식
5610000-101-2016-00278,인생참치,20161024,"경기도 수원시 영통구 효원로358번길 7-18, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1157-7,16546.0,37.2587003184,127.041353623,영업/정상,영업,031-223-2212,15.00,203596.266889091,417417.671014457,,,N,15.0,양식
3760000-101-2023-00234,인생푸드,20230705,"경기도 수원시 권선구 세권로137번길 29, 1층 일부호 (권선동)",경기도 수원시 권선구 권선동 995-8,16564.0,37.2581914609,127.0198625165,영업/정상,영업,,52.44,201689.052316508,417364.9273523,,,N,52.44,한식
3770000-101-2002-50367,인성한식부페,20020910,경기도 수원시 팔달구 수성로157번길 49-8 (화서동),경기도 수원시 팔달구 화서동 676-7,16321.0,37.2882393046,126.9886359948,영업/정상,영업,031-296-6037,105.76,198920.26838416,420695.243892014,주택가주변,,N,105.76,한식
3750000-101-2023-00076,인쌩맥주,20230504,"경기도 수원시 장안구 서부로2123번길 17, 우신빌딩 101호 (율전동)",경기도 수원시 장안구 율전동 292-7 우신빌딩,16362.0,37.2982088967,126.9702448052,영업/정상,영업,,81.40,197276.643280427,421798.799973166,,상수도전용,N,81.4,치킨
3770000-101-1984-60002,인쌩맥주,19840317,경기도 수원시 팔달구 향교로 19 (매산로1가),경기도 수원시 팔달구 매산로1가 37-9,16455.0,37.2682812675,127.0031624986,영업/정상,영업,031-256-4938,.00,200209.716384504,418482.672168736,기타,상수도전용,N,0.0,한식
5610000-101-2020-00206,인쌩맥주 수원광교점,20200511,"경기도 수원시 영통구 센트럴타운로 111, 광교스타힐스 오피스텔 1층 111~112호 (이의동)",경기도 수원시 영통구 이의동 1330 광교스타힐스 오피스텔,16507.0,37.2925414782,127.049136099,영업/정상,영업,,98.62,204289.170121015,421173.32793178,,,N,98.62,기타
5610000-101-2023-00266,인쌩맥주 영통구청점,20230711,"경기도 수원시 영통구 매탄로108번길 24, 삼성프라자Ⅰ 1층 105,106호 (매탄동)","경기도 수원시 영통구 매탄동 1264-1 삼성프라자Ⅰ 105,106호",16545.0,37.2599027999,127.0446280497,영업/정상,영업,,48.10,203888.189360941,417552.405186142,,,N,48.1,치킨
5610000-101-2020-00317,인쌩맥주(영통중앙점),20200803,"경기도 수원시 영통구 반달로35번길 19, 대원빌딩 106,107,108호 (영통동)",경기도 수원시 영통구 영통동 1010-9 대원빌딩,16705.0,37.2517452121,127.0762053274,영업/정상,영업,,126.53,206698.28688563,416640.77144546,,,N,126.53,치킨
3760000-101-2017-00045,인쌩맥주(호매실점),20170302,"경기도 수원시 권선구 금곡로102번길 49-6, 1층 (금곡동)",경기도 수원시 권선구 금곡동 1090-8 1층,16388.0,37.2719412648,126.9425130475,영업/정상,영업,,80.84,194830.854796017,418889.8458917,기타,상수도전용,N,80.84,한식
3760000-101-1999-00419,인어공주,19991227,"경기도 수원시 권선구 세권로137번길 29 (권선동,(장대산4길 46))",경기도 수원시 권선구 권선동 995-8 (장대산4길 46),16564.0,37.2581914609,127.0198625165,영업/정상,영업,031-226-3294,36.48,201689.052316508,417364.9273523,기타,상수도전용,N,36.48,기타
3770000-101-2013-00170,인연,20130806,"경기도 수원시 팔달구 정조로 783, 지하1층 (팔달로2가)",경기도 수원시 팔달구 팔달로2가 75-3,16261.0,37.2779723759,127.0164995222,영업/정상,영업,031-254-9922,53.90,201390.961196115,419557.443002763,,상수도전용,N,53.9,치킨
3770000-101-2022-00409,일구구칠(1997),20221220,"경기도 수원시 팔달구 신풍로39번길 2, 1층 (신풍동)",경기도 수원시 팔달구 신풍동 151,16251.0,37.284705416,127.0142115158,영업/정상,영업,,103.40,201189.049340047,420303.667186581,,상수도전용,N,103.4,기타
